Date,AAPL,AMZN,GOOGL,MSFT,NVDA
2010-01-04,6.454505443572998,6.695000171661377,15.645691871643066,23.347314834594727,0.42398810386657715
2010-01-05,6.465664863586426,6.734499931335449,15.576793670654297,23.35486602783203,0.4301794171333313
2010-01-06,6.362820625305176,6.612500190734863,15.184123992919922,23.211530685424805,0.43293100595474243
2010-01-07,6.351057529449463,6.5,14.830643653869629,22.970134735107422,0.424446702003479
2010-01-08,6.393280506134033,6.676000118255615,15.028352737426758,23.12855339050293,0.4253639280796051
2010-01-11,6.336883068084717,6.515500068664551,15.005637168884277,22.834362030029297,0.41940197348594666
2010-01-12,6.264801025390625,6.367499828338623,14.740277290344238,22.683490753173828,0.4051849842071533
2010-01-13,6.353167533874512,6.45550012588501,14.655652046203613,22.894704818725586,0.4106883406639099
2010-01-14,6.316371917724609,6.367499828338623,14.724550247192383,23.35486602783203,0.4042677581310272
2010-01-15,6.210812091827393,6.35699987411499,14.478663444519043,23.279434204101562,0.39234378933906555
2010-01-18,6.210812091827393,6.35699987411499,14.478663444519043,23.279434204101562,0.39234378933906555
2010-01-19,6.485569000244141,6.380499839782715,14.668882369995117,23.460468292236328,0.3996817469596863
2010-01-20,6.385741233825684,6.289000034332275,14.488897323608398,23.075746536254883,0.39807644486427307
2010-01-21,6.275354862213135,6.330999851226807,14.553053855895996,22.63822364807129,0.3909679353237152
2010-01-22,5.964106559753418,6.071499824523926,13.730016708374023,21.84615135192871,0.37743881344795227
2010-01-25,6.124555587768555,6.015500068664551,13.480134963989258,22.11771583557129,0.3838595151901245
2010-01-26,6.21111536026001,5.973999977111816,13.540545463562012,22.253501892089844,0.37170615792274475
2010-01-27,6.269625186920166,6.137499809265137,13.532557487487793,22.381742477416992,0.3817956745624542
2010-01-28,6.010552406311035,6.301499843597412,13.337594985961914,21.99702262878418,0.36895444989204407
2010-01-29,5.792498588562012,6.270500183105469,13.229004859924316,21.25775146484375,0.3529031574726105
2010-02-01,5.873025894165039,5.94350004196167,13.305891036987305,21.431257247924805,0.37996119260787964
2010-02-02,5.907104015350342,5.906000137329102,13.258460998535156,21.468969345092773,0.3838595151901245
2010-02-03,6.008741855621338,5.954999923706055,13.500603675842285,21.59720230102539,0.38706961274147034
2010-02-04,5.7921977043151855,5.796999931335449,13.150121688842773,21.001270294189453,0.36459773778915405
2010-02-05,5.895040988922119,5.869500160217285,13.262704849243164,21.137054443359375,0.37193548679351807
2010-02-08,5.854625225067139,5.8414998054504395,13.317123413085938,20.910743713378906,0.3712475895881653
2010-02-09,5.917057037353516,5.901500225067139,13.391264915466309,21.129512786865234,0.36826658248901367
2010-02-10,5.884786605834961,5.868000030517578,13.341588973999023,21.114425659179688,0.3753751516342163
2010-02-11,5.991852760314941,6.004499912261963,13.390266418457031,21.21249771118164,0.39257311820983887
2010-02-12,6.043428421020508,5.982999801635742,13.308387756347656,21.069162368774414,0.39784717559814453
2010-02-15,6.043428421020508,5.982999801635742,13.308387756347656,21.069162368774414,0.39784717559814453
2010-02-16,6.134509563446045,5.876500129699707,13.512587547302246,21.48600196838379,0.4051849842071533
2010-02-17,6.108874797821045,5.815499782562256,13.435450553894043,21.667888641357422,0.40908312797546387
2010-02-18,6.120334625244141,5.9039998054504395,13.560516357421875,21.955886840820312,0.38225433230400085
2010-02-19,6.082332134246826,5.875999927520752,13.499106407165527,21.804309844970703,0.38019058108329773
2010-02-22,6.044632434844971,5.9004998207092285,13.550031661987305,21.773990631103516,0.38087838888168335
2010-02-23,5.943296909332275,5.861999988555908,13.357065200805664,21.470844268798828,0.37170615792274475
2010-02-24,6.051872253417969,5.986000061035156,13.26719856262207,21.698205947875977,0.3795025646686554
2010-02-25,6.092286109924316,5.909999847412109,13.14138412475586,21.675472259521484,0.37606295943260193
2010-02-26,6.171304702758789,5.920000076293945,13.150619506835938,21.72852325439453,0.3714769780635834
2010-03-01,6.303104400634766,6.2270002365112305,13.297654151916504,21.99378204345703,0.38638177514076233
2010-03-02,6.298881530761719,6.276500225067139,13.506595611572266,21.569366455078125,0.3861525356769562
2010-03-03,6.313357353210449,6.29449987411499,13.612939834594727,21.569366455078125,0.3813370168209076
2010-03-04,6.354976177215576,6.426499843597412,13.844347953796387,21.698205947875977,0.3820249140262604
2010-03-05,6.603495121002197,6.445499897003174,14.084493637084961,21.667888641357422,0.39371973276138306
2010-03-08,6.607415676116943,6.505499839782715,14.04130744934082,21.698205947875977,0.387986958026886
2010-03-09,6.726246356964111,6.440999984741211,13.984142303466797,21.82704734802246,0.40243324637413025
2010-03-10,6.781135082244873,6.5254998207092285,14.390044212341309,21.955886840820312,0.40335050225257874
2010-03-11,6.801040172576904,6.678999900817871,14.507121086120605,22.11504554748535,0.3941783607006073
2010-03-12,6.834217548370361,6.591000080108643,14.467179298400879,22.183246612548828,0.3955540657043457
2010-03-15,6.750978469848633,6.55649995803833,14.058782577514648,22.19841957092285,0.39349037408828735
2010-03-16,6.769372463226318,6.5894999504089355,14.109207153320312,22.25904083251953,0.40724873542785645
2010-03-17,6.759420871734619,6.566999912261963,14.118194580078125,22.456092834472656,0.4150451421737671
2010-03-18,6.775406360626221,6.638000011444092,14.139163970947266,22.440937042236328,0.4003695249557495
2010-03-19,6.703023910522461,6.517499923706055,13.979398727416992,22.42577362060547,0.3955540657043457
2010-03-22,6.77842378616333,6.523499965667725,13.916990280151367,22.433351516723633,0.40197470784187317
2010-03-23,6.887298583984375,6.4629998207092285,13.704803466796875,22.645559310913086,0.4102296531200409
2010-03-24,6.917759418487549,6.4019999504089355,13.912747383117676,22.471248626708984,0.3964712917804718
2010-03-25,6.835722923278809,6.736499786376953,14.05129337310791,22.744091033935547,0.39761775732040405
2010-03-26,6.9639058113098145,6.752999782562256,14.046549797058105,22.47882843017578,0.39761775732040405
2010-03-29,7.008842468261719,6.75600004196167,14.040558815002441,22.42577362060547,0.4026626646518707
